Running simulation for steps_size=19 and n_fluences=20
Steps size: 19
Tensors initialization on device cuda
Multiprobe = band_lim
torch.Size([1, 64, 64])

('MSE', None) RECONSTRUCTIONS

Reconstruction for fluence = 0.09999999999999999 photons/pixel
Epoch 0: loss = 4242.54150390625
Epoch 1: loss = 1895.558837890625
Epoch 2: loss = 1893.3955078125
Epoch 3: loss = 1893.23583984375
Epoch 4: loss = 1893.22021484375
Epoch 5: loss = 1893.22021484375
Epoch 6: loss = 1893.22021484375
Epoch 7: loss = 1893.2200927734375
Epoch 8: loss = 1893.2200927734375
Epoch 9: loss = 1893.219970703125
Epoch 10: loss = 1893.219970703125
Epoch 11: loss = 1893.219970703125
Epoch 12: loss = 1893.219970703125
Epoch 13: loss = 1893.219970703125
Epoch 14: loss = 1893.219970703125
Epoch 15: loss = 1893.219970703125
Epoch 16: loss = 1893.219970703125
Epoch 17: loss = 1893.219970703125
Early stopping at epoch 17 with loss 1893.219970703125
Reconstruction for fluence = 0.23357214690901223 photons/pixel
Epoch 0: loss = 6689.89306640625
Epoch 1: loss = 2730.381591796875
Epoch 2: loss = 2727.341796875
Epoch 3: loss = 2727.28515625
Epoch 4: loss = 2727.2841796875
Epoch 5: loss = 2727.283203125
Epoch 6: loss = 2727.283203125
Epoch 7: loss = 2727.282958984375
Epoch 8: loss = 2727.28271484375
Epoch 9: loss = 2727.28271484375
Epoch 10: loss = 2727.28271484375
Epoch 11: loss = 2727.2822265625
Epoch 12: loss = 2727.2822265625
Epoch 13: loss = 2727.2822265625
Epoch 14: loss = 2727.2822265625
Epoch 15: loss = 2727.2822265625
Epoch 16: loss = 2727.2822265625
Epoch 17: loss = 2727.281982421875
Epoch 18: loss = 2727.281982421875
Epoch 19: loss = 2727.281982421875
Epoch 20: loss = 2727.281982421875
Epoch 21: loss = 2727.281982421875
Epoch 22: loss = 2727.28173828125
Epoch 23: loss = 2727.281982421875
Epoch 24: loss = 2727.281982421875
Epoch 25: loss = 2727.281982421875
Epoch 26: loss = 2727.281982421875
Epoch 27: loss = 2727.281982421875
Epoch 28: loss = 2727.281982421875
Epoch 29: loss = 2727.281982421875
Epoch 30: loss = 2727.281982421875
Early stopping at epoch 30 with loss 2727.28173828125
Reconstruction for fluence = 0.5455594781168519 photons/pixel
Epoch 0: loss = 10302.076171875
Epoch 1: loss = 3234.427734375
Epoch 2: loss = 3228.523193359375
Epoch 3: loss = 3228.267333984375
Epoch 4: loss = 3228.250732421875
Epoch 5: loss = 3228.25048828125
Epoch 6: loss = 3228.25
Epoch 7: loss = 3228.25
Epoch 8: loss = 3228.25
Epoch 9: loss = 3228.25
Epoch 10: loss = 3228.25
Epoch 11: loss = 3228.25
Epoch 12: loss = 3228.25
Epoch 13: loss = 3228.25
Epoch 14: loss = 3228.25
Early stopping at epoch 14 with loss 3228.25
Reconstruction for fluence = 1.2742749857031335 photons/pixel
Epoch 0: loss = 17980.599609375
Epoch 1: loss = 3874.112060546875
Epoch 2: loss = 3861.8056640625
Epoch 3: loss = 3861.16943359375
Epoch 4: loss = 3861.011474609375
Epoch 5: loss = 3861.0087890625
Epoch 6: loss = 3861.00830078125
Epoch 7: loss = 3861.00830078125
Epoch 8: loss = 3861.00830078125
Epoch 9: loss = 3861.00830078125
Epoch 10: loss = 3861.008056640625
Epoch 11: loss = 3861.008056640625
Epoch 12: loss = 3861.0078125
Epoch 13: loss = 3861.0078125
Epoch 14: loss = 3861.0078125
Epoch 15: loss = 3861.0078125
Epoch 16: loss = 3861.0078125
Epoch 17: loss = 3861.0078125
Epoch 18: loss = 3861.0078125
Epoch 19: loss = 3861.0078125
Epoch 20: loss = 3861.0078125
Early stopping at epoch 20 with loss 3861.0078125
Reconstruction for fluence = 2.976351441631318 photons/pixel
Epoch 0: loss = 36274.609375
Epoch 1: loss = 4860.73876953125
Epoch 2: loss = 4831.84033203125
Epoch 3: loss = 4831.005859375
Epoch 4: loss = 4830.744140625
Epoch 5: loss = 4830.7275390625
Epoch 6: loss = 4830.724609375
Epoch 7: loss = 4830.7216796875
Epoch 8: loss = 4830.72119140625
Epoch 9: loss = 4830.72021484375
Epoch 10: loss = 4830.7197265625
Epoch 11: loss = 4830.7197265625
Epoch 12: loss = 4830.7197265625
Epoch 13: loss = 4830.7197265625
Epoch 14: loss = 4830.7197265625
Epoch 15: loss = 4830.7197265625
Epoch 16: loss = 4830.7197265625
Epoch 17: loss = 4830.71875
Epoch 18: loss = 4830.6689453125
Epoch 19: loss = 4830.66650390625
Epoch 20: loss = 4830.66650390625
Epoch 21: loss = 4830.666015625
Epoch 22: loss = 4830.666015625
Epoch 23: loss = 4830.666015625
Epoch 24: loss = 4830.66552734375
Epoch 25: loss = 4830.66552734375
Epoch 26: loss = 4830.66552734375
Epoch 27: loss = 4830.66552734375
Epoch 28: loss = 4830.66552734375
Epoch 29: loss = 4830.66552734375
Epoch 30: loss = 4830.66552734375
Epoch 31: loss = 4830.66552734375
Epoch 32: loss = 4830.6650390625
Epoch 33: loss = 4830.6650390625
Epoch 34: loss = 4830.6650390625
Epoch 35: loss = 4830.6650390625
Epoch 36: loss = 4830.6650390625
Epoch 37: loss = 4830.6650390625
Epoch 38: loss = 4830.6650390625
Epoch 39: loss = 4830.6650390625
Epoch 40: loss = 4830.66552734375
Early stopping at epoch 40 with loss 4830.6650390625
Reconstruction for fluence = 6.9519279617756045 photons/pixel
Epoch 0: loss = 80197.1875
Epoch 1: loss = 6498.7490234375
Epoch 2: loss = 6410.7216796875
Epoch 3: loss = 6407.826171875
Epoch 4: loss = 6407.6318359375
Epoch 5: loss = 6407.591796875
Epoch 6: loss = 6407.5908203125
Epoch 7: loss = 6407.587890625
Epoch 8: loss = 6407.5869140625
Epoch 9: loss = 6407.5859375
Epoch 10: loss = 6407.5849609375
