Running simulation for steps_size=14 and n_fluences=20
Steps size: 14
Tensors initialization on device cuda
Multiprobe = band_lim
torch.Size([1, 64, 64])

('MSE', None) RECONSTRUCTIONS

Reconstruction for fluence = 0.09999999999999999 photons/pixel
Epoch 0: loss = 5306.1240234375
Epoch 1: loss = 2366.6337890625
Epoch 2: loss = 2366.47900390625
Epoch 3: loss = 2366.47705078125
Epoch 4: loss = 2366.4765625
Epoch 5: loss = 2366.4765625
Epoch 6: loss = 2366.4765625
Epoch 7: loss = 2366.4765625
Epoch 8: loss = 2366.4765625
Epoch 9: loss = 2366.476318359375
Epoch 10: loss = 2366.476318359375
Epoch 11: loss = 2366.476318359375
Epoch 12: loss = 2366.476318359375
Epoch 13: loss = 2366.476318359375
Epoch 14: loss = 2366.476318359375
Epoch 15: loss = 2366.476318359375
Epoch 16: loss = 2366.476318359375
Epoch 17: loss = 2366.476318359375
Early stopping at epoch 17 with loss 2366.476318359375
Reconstruction for fluence = 0.23357214690901223 photons/pixel
Epoch 0: loss = 8435.48828125
Epoch 1: loss = 3707.390625
Epoch 2: loss = 3707.035400390625
Epoch 3: loss = 3707.03515625
Epoch 4: loss = 3707.034912109375
Epoch 5: loss = 3707.034912109375
Epoch 6: loss = 3707.03466796875
Epoch 7: loss = 3707.03466796875
Epoch 8: loss = 3707.03466796875
Epoch 9: loss = 3707.03466796875
Epoch 10: loss = 3707.03466796875
Epoch 11: loss = 3707.03466796875
Epoch 12: loss = 3707.03466796875
Epoch 13: loss = 3707.03466796875
Epoch 14: loss = 3707.03466796875
Early stopping at epoch 14 with loss 3707.03466796875
Reconstruction for fluence = 0.5455594781168519 photons/pixel
Epoch 0: loss = 12759.791015625
Epoch 1: loss = 4798.25
Epoch 2: loss = 4797.62353515625
Epoch 3: loss = 4797.3818359375
Epoch 4: loss = 4797.3779296875
Epoch 5: loss = 4797.3759765625
Epoch 6: loss = 4797.375
Epoch 7: loss = 4797.373046875
Epoch 8: loss = 4797.373046875
Epoch 9: loss = 4797.3720703125
Epoch 10: loss = 4797.37109375
Epoch 11: loss = 4797.3701171875
Epoch 12: loss = 4797.3701171875
Epoch 13: loss = 4797.3701171875
Epoch 14: loss = 4797.3701171875
Epoch 15: loss = 4797.3701171875
Epoch 16: loss = 4797.3701171875
Epoch 17: loss = 4797.3701171875
Epoch 18: loss = 4797.3701171875
Epoch 19: loss = 4797.3701171875
Early stopping at epoch 19 with loss 4797.3701171875
Reconstruction for fluence = 1.2742749857031335 photons/pixel
Epoch 0: loss = 20403.923828125
Epoch 1: loss = 5717.9697265625
Epoch 2: loss = 5715.236328125
Epoch 3: loss = 5715.1826171875
Epoch 4: loss = 5715.181640625
Epoch 5: loss = 5715.1806640625
Epoch 6: loss = 5715.1806640625
Epoch 7: loss = 5715.1806640625
Epoch 8: loss = 5715.1806640625
Epoch 9: loss = 5715.1806640625
Epoch 10: loss = 5715.18017578125
Epoch 11: loss = 5715.18017578125
Epoch 12: loss = 5715.1796875
Epoch 13: loss = 5715.1796875
Epoch 14: loss = 5715.1796875
Epoch 15: loss = 5715.1787109375
Epoch 16: loss = 5715.1787109375
Epoch 17: loss = 5715.17822265625
Epoch 18: loss = 5715.1767578125
Epoch 19: loss = 5715.17578125
Epoch 20: loss = 5715.17578125
Epoch 21: loss = 5715.17578125
Epoch 22: loss = 5715.1748046875
Epoch 23: loss = 5715.1748046875
Epoch 24: loss = 5715.1748046875
Epoch 25: loss = 5715.1748046875
Epoch 26: loss = 5715.1748046875
Epoch 27: loss = 5715.1748046875
Epoch 28: loss = 5715.1748046875
Epoch 29: loss = 5715.1748046875
Epoch 30: loss = 5715.1748046875
Early stopping at epoch 30 with loss 5715.1748046875
Reconstruction for fluence = 2.976351441631318 photons/pixel
Epoch 0: loss = 38349.78125
Epoch 1: loss = 6759.97509765625
Epoch 2: loss = 6755.77099609375
Epoch 3: loss = 6755.6708984375
Epoch 4: loss = 6755.6650390625
Epoch 5: loss = 6755.66455078125
Epoch 6: loss = 6755.66455078125
Epoch 7: loss = 6755.6640625
Epoch 8: loss = 6755.6640625
Epoch 9: loss = 6755.6640625
Epoch 10: loss = 6755.6640625
Epoch 11: loss = 6755.6640625
Epoch 12: loss = 6755.6640625
Epoch 13: loss = 6755.6640625
Epoch 14: loss = 6755.6640625
Epoch 15: loss = 6755.6640625
Early stopping at epoch 15 with loss 6755.6640625
Reconstruction for fluence = 6.9519279617756045 photons/pixel
Epoch 0: loss = 80849.171875
Epoch 1: loss = 8652.4853515625
Epoch 2: loss = 8642.81640625
Epoch 3: loss = 8642.5830078125
Epoch 4: loss = 8642.556640625
Epoch 5: loss = 8642.5546875
Epoch 6: loss = 8642.5546875
Epoch 7: loss = 8642.5546875
Epoch 8: loss = 8642.5546875
Epoch 9: loss = 8642.5546875
Epoch 10: loss = 8642.5537109375
Epoch 11: loss = 8642.552734375
Epoch 12: loss = 8642.552734375
Epoch 13: loss = 8642.552734375
Epoch 14: loss = 8642.552734375
Epoch 15: loss = 8642.552734375
Epoch 16: loss = 8642.552734375
Epoch 17: loss = 8642.552734375
Epoch 18: loss = 8642.552734375
Epoch 19: loss = 8642.55078125
Epoch 20: loss = 8642.55078125
Epoch 21: loss = 8642.55078125
Epoch 22: loss = 8642.55078125
Epoch 23: loss = 8642.55078125
Epoch 24: loss = 8642.55078125
Epoch 25: loss = 8642.55078125
Epoch 26: loss = 8642.5498046875
Epoch 27: loss = 8642.55078125
Epoch 28: loss = 8642.55078125
Epoch 29: loss = 8642.55078125
Epoch 30: loss = 8642.55078125
Epoch 31: loss = 8642.55078125
Epoch 32: loss = 8642.55078125
Epoch 33: loss = 8642.55078125
Epoch 34: loss = 8642.55078125
Early stopping at epoch 34 with loss 8642.5498046875
Reconstruction for fluence = 16.23776739188721 photons/pixel
